SaleID,DateOfSale,TotalAmount,CustomerID,EmployeeID
565,5/5/2005,4571,830,991
281,3/7/2017,2142,515,141
585,2/16/2017,1486,737,763
911,6/28/2010,7417,70,168
958,12/6/2001,9769,377,145
126,12/16/2008,5355,958,610
686,2/5/2002,3647,251,595
620,3/24/2012,6693,465,850
946,11/10/2004,9831,149,362
158,4/29/2005,9388,546,998
148,3/11/2020,1299,11,129
748,4/14/2018,2598,479,246
121,1/31/2018,4239,677,943
191,5/8/2008,8393,5,992
84,9/8/2008,6462,564,624
875,2/28/2002,4229,574,849
677,5/15/2015,5937,339,590
546,6/13/2014,5490,825,491
848,9/30/2008,5388,135,107
589,5/22/2022,1825,556,135
337,10/11/2009,4073,386,266
538,4/25/2012,7031,533,681
55,4/22/2004,1041,891,644
141,7/1/2000,5136,18,512
601,3/18/2005,4908,80,848
584,2/6/2002,8934,158,534
556,7/14/2004,8555,149,4
941,5/4/2016,9082,756,237
202,12/15/2015,5208,951,764
522,9/17/2021,2750,631,143
896,11/29/2011,3338,540,55
148,6/26/2012,1068,245,500
10,12/22/2019,1390,983,913
607,9/26/2007,2509,540,321
12,1/14/2021,7456,238,369
164,9/7/2022,6558,609,597
998,9/16/2005,7797,73,198
459,5/1/2010,4574,790,208
547,9/29/2013,8731,377,797
195,11/16/2012,6953,991,410
434,9/4/2010,6040,538,642
816,3/5/2001,2219,251,48
944,5/20/2000,9902,923,458
945,9/12/2005,6266,222,330
77,4/30/2006,2753,835,631
232,5/29/2014,1825,482,3
669,12/16/2020,4233,66,625
808,11/3/2016,4833,689,807
944,11/19/2012,4455,932,480
791,2/16/2005,5484,77,342
921,8/25/2016,9563,560,5
661,9/27/2017,3985,181,252
141,9/13/2001,9573,183,821
98,2/10/2009,7168,17,213
38,6/20/2005,4794,820,195
368,5/1/2020,8120,673,320
23,10/23/2020,6557,178,3
815,9/4/2014,5806,626,53
872,9/23/2021,7473,918,261
899,5/20/2004,2317,417,144
467,6/12/2002,8866,242,814
396,11/11/2017,8749,430,117
60,7/13/2003,1238,887,511
874,1/21/2021,6289,641,147
441,3/14/2020,9122,689,175
760,5/23/2006,4514,803,141
390,8/25/2000,9255,801,490
173,7/5/2019,5167,752,711
569,4/22/2013,2712,997,21
440,2/9/2011,7837,325,208
899,11/13/2004,5662,651,10
364,5/25/2004,6118,238,805
819,10/2/2002,4358,226,925
606,9/5/2013,1305,98,971
958,3/11/2015,2629,365,157
799,8/24/2014,1013,716,550
615,12/29/2021,9889,581,14
216,7/21/2001,7701,773,322
168,1/4/2001,9260,950,265
872,6/25/2017,3024,938,180
757,1/12/2010,1283,335,183
141,3/6/2019,3042,372,92
62,2/16/2010,1751,318,446
728,5/17/2020,6239,934,796
268,5/3/2012,9937,804,509
722,9/10/2012,3712,898,291
285,2/27/2003,7798,686,45
765,1/3/2017,9916,516,788
403,3/19/2013,9053,419,940
198,2/17/2002,3515,222,874
383,6/25/2009,4628,206,547
199,3/29/2016,8597,179,367
578,3/9/2014,4411,786,516
772,2/13/2004,1021,722,871
67,11/4/2005,2278,679,609
397,4/26/2008,8613,26,453
281,6/4/2014,5989,708,497
866,12/12/2009,7893,62,466
780,10/21/2014,2810,312,611
118,2/13/2014,7496,480,219
460,11/29/2012,6573,832,443
94,3/21/2010,8801,474,806
122,6/5/2009,8979,514,668
201,9/2/2008,5428,721,906
650,10/28/2006,4215,316,983
58,9/17/2021,6372,74,942
259,12/24/2009,5233,63,884
756,3/21/2020,3419,370,159
320,7/23/2000,6921,242,42
885,5/24/2010,7831,350,22
447,7/27/2022,9651,544,685
770,9/10/2014,2183,343,719
522,6/4/2012,6664,5,654
298,7/28/2003,6959,426,62
485,10/17/2021,2057,467,693
185,6/15/2013,3152,310,466
332,12/28/2022,1935,549,143
47,6/14/2004,8028,992,167
131,10/23/2009,7709,471,999
649,10/13/2001,7958,301,48
470,1/22/2022,9619,947,593
27,3/24/2014,8950,24,154
585,9/15/2011,8590,525,904
468,6/27/2003,6001,920,283
907,3/5/2014,6823,926,733
838,11/11/2015,1206,947,52
733,5/19/2004,9909,447,702
658,12/15/2004,1239,402,729
566,11/16/2005,2867,263,140
