InventoryID,Quantity,LastRestockedDate,ProductID,SupplierID
930,2,5/31/2008,930,930
931,492,4/28/2014,931,931
932,38,8/23/2023,932,932
933,693,9/13/2015,933,933
934,399,3/24/2017,934,934
935,392,2/1/2021,935,935
936,347,12/11/2003,936,936
937,881,11/18/2017,937,937
938,146,3/27/2024,938,938
939,76,4/14/2009,939,939
940,857,10/12/2011,940,940
941,220,12/2/2009,941,941
942,539,9/25/2023,942,942
943,399,12/25/2021,943,943
944,864,6/16/2019,944,944
945,701,1/24/2016,945,945
946,746,12/16/2006,946,946
947,596,5/15/2024,947,947
948,827,6/3/2006,948,948
949,912,5/12/2024,949,949
950,554,12/10/2016,950,950
951,191,7/15/2013,951,951
952,90,11/13/2019,952,952
953,191,6/1/2011,953,953
954,796,7/4/2010,954,954
955,917,1/1/2019,955,955
956,508,4/1/2002,956,956
957,235,10/10/2004,957,957
958,593,6/14/2010,958,958
959,650,6/18/2017,959,959
960,142,5/21/2012,960,960
961,387,3/13/2013,961,961
962,838,6/4/2009,962,962
963,86,9/26/2003,963,963
964,542,8/22/2008,964,964
965,640,1/2/2018,965,965
966,287,5/21/2014,966,966
967,379,7/6/2007,967,967
968,423,7/24/2015,968,968
969,329,3/9/2006,969,969
970,523,9/23/2014,970,970
971,644,9/26/2019,971,971
972,767,8/4/2014,972,972
973,70,7/8/2003,973,973
974,591,7/25/2006,974,974
975,82,10/2/2022,975,975
976,590,3/27/2015,976,976
977,331,7/11/2011,977,977
978,880,3/26/2009,978,978
979,541,8/21/2006,979,979
980,392,7/11/2003,980,980
981,262,7/30/2016,981,981
982,433,5/28/2008,982,982
983,612,2/1/2020,983,983
984,641,1/25/2023,984,984
985,144,3/17/2009,985,985
986,167,3/1/2003,986,986
987,980,7/30/2008,987,987
988,792,7/28/2002,988,988
989,182,11/28/2010,989,989
990,225,7/30/2001,990,990
991,706,12/10/2020,991,991
992,576,6/24/2024,992,992
993,289,7/25/2004,993,993
994,827,2/21/2019,994,994
995,260,2/22/2013,995,995
996,356,5/24/2005,996,996
997,394,8/30/2017,997,997
998,266,2/23/2018,998,998
999,768,2/21/2013,999,999
1000,300,5/3/2001,1000,1000
